python ./google_speech_streaming_v.2.1.0.py 
--------------------------------------------------------- NEW GENERATOR STREAM
***************************************************
Word: I'm, start_time: 0.0, end_time: 0.2
Word: a, start_time: 53.8, end_time: 53.9
Word: high, start_time: 53.9, end_time: 54.2
Word: wind, start_time: 54.2, end_time: 54.5
Word: and, start_time: 54.5, end_time: 54.6
Word: hail, start_time: 54.6, end_time: 55.0
Word: threat, start_time: 55.0, end_time: 55.3
Word: primarily, start_time: 55.3, end_time: 56.1
Word: level, start_time: 56.2, end_time: 56.7
Word: one., start_time: 56.7, end_time: 57.1
Word: That's, start_time: 57.2, end_time: 57.4
Word: a, start_time: 57.4, end_time: 57.4
Word: marginal, start_time: 57.4, end_time: 57.9
Word: threat, start_time: 57.9, end_time: 58.2
Word: in, start_time: 58.2, end_time: 58.2
Word: the, start_time: 58.2, end_time: 58.3
Word: green, start_time: 58.3, end_time: 58.7
Word: level, start_time: 58.7, end_time: 59.1
Word: 2., start_time: 59.1, end_time: 59.7
result_start_time=0.0
Transcript:  that across the Ohio Valley and the northern part of it with air is cold enough. It's going to be snow and wintry weather that includes the Rockies and the Upper Midwest. The Upper Midwest is already seen a lot of snow already. This is the severe weather threat and it really starts kicking back into this part of the country on Friday from Wichita Tulsa, Oklahoma City across the Red River and Through Wichita Falls Amarillo and down and through Lubbock. It's a high wind and hail threat primarily level one. That's a marginal threat in the green level 2.
***************************************************
result_end_time=59980.0
new_final_result_end_time=59980.0
***************************************************
Word: A, start_time: 60.0, end_time: 60.1
Word: slight, start_time: 60.1, end_time: 60.4
Word: risk, start_time: 60.4, end_time: 60.7
Word: in, start_time: 60.7, end_time: 60.8
Word: the, start_time: 60.8, end_time: 60.9
Word: yellow, start_time: 60.9, end_time: 61.5
Word: and, start_time: 61.5, end_time: 61.7
Word: then, start_time: 61.7, end_time: 61.9
Word: it, start_time: 61.9, end_time: 62.0
Word: goes, start_time: 62.0, end_time: 62.2
Word: into, start_time: 62.2, end_time: 62.4
Word: Saturday, start_time: 62.4, end_time: 63.2
Word: and, start_time: 63.3, end_time: 63.6
Word: Sunday, start_time: 63.6, end_time: 64.0
Word: on, start_time: 64.0, end_time: 64.2
Word: Saturday., start_time: 64.2, end_time: 64.6
Word: It's, start_time: 64.6, end_time: 64.7
Word: from, start_time: 64.7, end_time: 64.9
Word: Wichita, start_time: 64.9, end_time: 65.7
Word: down, start_time: 65.7, end_time: 65.9
Word: through, start_time: 65.9, end_time: 66.1
Word: Tulsa,, start_time: 66.1, end_time: 66.8
Word: Oklahoma, start_time: 66.8, end_time: 67.4
Word: City, start_time: 67.4, end_time: 67.7
Word: all, start_time: 67.7, end_time: 67.9
Word: the, start_time: 67.9, end_time: 68.0
Word: way, start_time: 68.0, end_time: 68.1
Word: down, start_time: 68.1, end_time: 68.3
Word: through, start_time: 68.3, end_time: 68.5
Word: Dallas, start_time: 68.5, end_time: 68.9
Word: Fort, start_time: 68.9, end_time: 69.1
Word: Worth, start_time: 69.1, end_time: 69.4
Word: Abilene, start_time: 69.4, end_time: 70.1
Word: and, start_time: 70.1, end_time: 70.3
Word: through, start_time: 70.3, end_time: 70.5
Word: Temple,, start_time: 70.5, end_time: 70.9
Word: Texas, start_time: 70.9, end_time: 71.5
Word: and, start_time: 71.7, end_time: 71.8
Word: on, start_time: 71.8, end_time: 72.0
Word: Sunday, start_time: 72.0, end_time: 72.7
Word: the, start_time: 72.7, end_time: 72.9
Word: threat, start_time: 72.9, end_time: 73.3
Word: rolls, start_time: 73.3, end_time: 73.6
Word: Eastward,, start_time: 73.6, end_time: 74.2
Word: Springfield, start_time: 74.2, end_time: 74.9
Word: Jonesboro,, start_time: 74.9, end_time: 75.6
Word: really, start_time: 75.6, end_time: 75.9
Word: almost, start_time: 75.9, end_time: 76.3
Word: all, start_time: 76.3, end_time: 76.9
Word: of, start_time: 76.9, end_time: 77.1
Word: Arkansas, start_time: 77.1, end_time: 77.8
Word: Eastern,, start_time: 78.0, end_time: 78.4
Word: Oklahoma, start_time: 78.4, end_time: 79.2
Word: Northeastern,, start_time: 79.3, end_time: 80.0
Word: Texas, start_time: 80.0, end_time: 80.5
Word: and, start_time: 80.5, end_time: 80.8
Word: truth, start_time: 80.8, end_time: 81.0
Word: about, start_time: 81.0, end_time: 81.3
Word: Central, start_time: 81.3, end_time: 81.8
Word: and, start_time: 81.8, end_time: 82.0
Word: Northern, start_time: 82.0, end_time: 82.7
Word: Louisiana., start_time: 82.7, end_time: 83.7
Word: So, start_time: 83.8, end_time: 84.0
Word: this, start_time: 84.0, end_time: 84.3
Word: is, start_time: 84.3, end_time: 84.4
Word: kind, start_time: 84.4, end_time: 84.6
Word: of, start_time: 84.6, end_time: 84.7
Word: what, start_time: 84.7, end_time: 84.8
Word: it, start_time: 84.8, end_time: 84.9
Word: looks, start_time: 84.9, end_time: 85.1
Word: like, start_time: 85.1, end_time: 85.4
Word: waves, start_time: 85.4, end_time: 85.8
Word: of, start_time: 85.8, end_time: 85.9
Word: moisture, start_time: 85.9, end_time: 86.4
Word: coming, start_time: 86.4, end_time: 86.7
Word: across, start_time: 86.7, end_time: 87.4
Word: Friday, start_time: 87.4, end_time: 87.9
Word: Saturday, start_time: 87.9, end_time: 88.4
Word: and, start_time: 88.4, end_time: 88.5
Word: Sunday., start_time: 88.5, end_time: 89.2
Word: Bye, start_time: 89.2, end_time: 89.5
Word: mum., start_time: 89.5, end_time: 89.8
result_start_time=0.0
Transcript:  A slight risk in the yellow and then it goes into Saturday and Sunday on Saturday. It's from Wichita down through Tulsa, Oklahoma City all the way down through Dallas Fort Worth Abilene and through Temple, Texas and on Sunday the threat rolls Eastward, Springfield Jonesboro, really almost all of Arkansas Eastern, Oklahoma Northeastern, Texas and truth about Central and Northern Louisiana. So this is kind of what it looks like waves of moisture coming across Friday Saturday and Sunday. Bye mum.
***************************************************
result_end_time=89950.0
new_final_result_end_time=89950.0
***************************************************
Word: One, start_time: 89.9, end_time: 90.0
Word: day, start_time: 90.0, end_time: 90.4
Word: it'll, start_time: 90.4, end_time: 90.7
Word: start, start_time: 90.7, end_time: 91.0
Word: kind, start_time: 91.0, end_time: 91.3
Word: of, start_time: 91.3, end_time: 91.3
Word: weakening, start_time: 91.3, end_time: 91.8
Word: here,, start_time: 91.8, end_time: 92.1
Word: but, start_time: 92.1, end_time: 92.5
Word: right, start_time: 92.5, end_time: 92.8
Word: into, start_time: 92.8, end_time: 93.0
Word: the, start_time: 93.0, end_time: 93.1
Word: weekend,, start_time: 93.1, end_time: 93.6
Word: this, start_time: 93.6, end_time: 93.7
Word: is, start_time: 93.7, end_time: 93.8
Word: going, start_time: 93.8, end_time: 93.9
Word: to, start_time: 93.9, end_time: 94.0
Word: be, start_time: 94.0, end_time: 94.1
Word: real, start_time: 94.1, end_time: 94.3
Word: active, start_time: 94.3, end_time: 94.7
Word: stuff, start_time: 94.7, end_time: 95.2
Word: severe, start_time: 95.3, end_time: 95.8
Word: storms, start_time: 95.8, end_time: 96.3
Word: potentially, start_time: 96.3, end_time: 97.0
Word: flooding, start_time: 97.0, end_time: 97.3
Word: threats, start_time: 97.3, end_time: 97.6
Word: here, start_time: 97.6, end_time: 98.0
Word: anywhere, start_time: 98.1, end_time: 98.4
Word: from, start_time: 98.4, end_time: 98.5
Word: the, start_time: 98.5, end_time: 98.7
Word: Ohio, start_time: 98.7, end_time: 99.1
Word: Valley, start_time: 99.1, end_time: 99.6
Word: out, start_time: 99.7, end_time: 99.9
Word: across, start_time: 99.9, end_time: 100.3
Word: the, start_time: 100.3, end_time: 100.3
Word: Midwest, start_time: 100.3, end_time: 100.9
Word: all, start_time: 100.9, end_time: 101.3
Word: the, start_time: 101.3, end_time: 101.4
Word: way, start_time: 101.4, end_time: 101.5
Word: down, start_time: 101.5, end_time: 102.0
Word: and, start_time: 102.1, end_time: 102.2
Word: through, start_time: 102.2, end_time: 102.4
Word: Texas, start_time: 102.4, end_time: 102.9
Word: and, start_time: 102.9, end_time: 103.0
Word: Oklahoma., start_time: 103.0, end_time: 103.8
Word: That's, start_time: 103.9, end_time: 104.2
Word: kind, start_time: 104.2, end_time: 104.3
Word: of, start_time: 104.3, end_time: 104.4
Word: on, start_time: 104.4, end_time: 104.5
Word: the, start_time: 104.5, end_time: 104.6
Word: southern, start_time: 104.6, end_time: 105.0
Word: branch, start_time: 105.0, end_time: 105.3
Word: of, start_time: 105.3, end_time: 105.4
Word: it., start_time: 105.4, end_time: 105.7
Word: And, start_time: 105.7, end_time: 105.8
Word: then, start_time: 105.8, end_time: 105.9
Word: in, start_time: 105.9, end_time: 106.0
Word: the, start_time: 106.0, end_time: 106.1
Word: northern, start_time: 106.1, end_time: 106.5
Word: branch, start_time: 106.5, end_time: 106.9
Word: of, start_time: 106.9, end_time: 107.0
Word: it,, start_time: 107.0, end_time: 107.2
Word: it's, start_time: 107.3, end_time: 107.4
Word: going, start_time: 107.4, end_time: 107.5
Word: to, start_time: 107.5, end_time: 107.6
Word: be, start_time: 107.6, end_time: 107.7
Word: cold, start_time: 107.7, end_time: 108.0
Word: enough, start_time: 108.0, end_time: 108.2
Word: to, start_time: 108.2, end_time: 108.3
Word: support, start_time: 108.3, end_time: 109.0
Word: heavy, start_time: 109.0, end_time: 109.4
Word: snow, start_time: 109.4, end_time: 109.9
Word: travel, start_time: 110.1, end_time: 110.6
Word: is, start_time: 110.6, end_time: 110.8
Word: going, start_time: 110.8, end_time: 110.9
Word: to, start_time: 110.9, end_time: 110.9
Word: be, start_time: 110.9, end_time: 111.1
Word: really, start_time: 111.1, end_time: 111.5
Word: dangerous, start_time: 111.5, end_time: 112.0
Word: too., start_time: 112.0, end_time: 112.3
Word: Especially, start_time: 112.3, end_time: 112.9
Word: I, start_time: 112.9, end_time: 113.0
Word: 7076, start_time: 113.0, end_time: 114.3
Word: up, start_time: 114.3, end_time: 114.5
Word: and, start_time: 114.5, end_time: 114.6
Word: down, start_time: 114.6, end_time: 115.0
Word: the, start_time: 115.1, end_time: 115.3
Word: I-25, start_time: 115.3, end_time: 116.0
Word: Corridor, start_time: 116.0, end_time: 116.7
Word: starts, start_time: 116.8, end_time: 117.3
Word: coming, start_time: 117.3, end_time: 117.7
Word: into, start_time: 117.7, end_time: 118.0
Word: the, start_time: 118.0, end_time: 118.1
Word: Denver, start_time: 118.1, end_time: 118.5
Word: area, start_time: 118.5, end_time: 119.0
Word: Pueblo., start_time: 119.0, end_time: 119.8
result_start_time=0.0
Transcript:  One day it'll start kind of weakening here, but right into the weekend, this is going to be real active stuff severe storms potentially flooding threats here anywhere from the Ohio Valley out across the Midwest all the way down and through Texas and Oklahoma. That's kind of on the southern branch of it. And then in the northern branch of it, it's going to be cold enough to support heavy snow travel is going to be really dangerous too. Especially I 7076 up and down the I-25 Corridor starts coming into the Denver area Pueblo.
***************************************************
result_end_time=119960.0
new_final_result_end_time=119960.0
***************************************************
Word: Springs, start_time: 120.0, end_time: 120.6
Word: all, start_time: 120.6, end_time: 120.8
Word: the, start_time: 120.8, end_time: 120.8
Word: way, start_time: 120.8, end_time: 121.0
Word: up, start_time: 121.0, end_time: 121.1
Word: through, start_time: 121.1, end_time: 121.4
Word: Fort, start_time: 121.4, end_time: 121.6
Word: Collins, start_time: 121.6, end_time: 122.3
Word: out, start_time: 122.3, end_time: 122.6
Word: on, start_time: 122.6, end_time: 122.7
Word: Friday., start_time: 122.7, end_time: 123.4
Word: And, start_time: 123.5, end_time: 123.6
Word: then, start_time: 123.6, end_time: 123.7
Word: that's, start_time: 123.7, end_time: 124.1
Word: no, start_time: 124.1, end_time: 124.2
Word: Chance, start_time: 124.2, end_time: 124.6
Word: is, start_time: 124.6, end_time: 124.7
Word: going, start_time: 124.7, end_time: 124.8
Word: to, start_time: 124.8, end_time: 125.0
Word: really, start_time: 125.0, end_time: 125.2
Word: start, start_time: 125.2, end_time: 125.6
Word: ramping, start_time: 125.6, end_time: 126.0
Word: up, start_time: 126.0, end_time: 126.2
Word: as, start_time: 126.2, end_time: 126.5
Word: we, start_time: 126.5, end_time: 126.6
Word: go, start_time: 126.6, end_time: 126.8
Word: through, start_time: 126.8, end_time: 127.0
Word: the, start_time: 127.0, end_time: 127.1
Word: day, start_time: 127.1, end_time: 127.3
Word: on, start_time: 127.3, end_time: 127.4
Word: Saturday., start_time: 127.4, end_time: 128.1
Word: Sunday, start_time: 128.3, end_time: 128.9
Word: could, start_time: 128.9, end_time: 129.3
Word: be, start_time: 129.3, end_time: 129.5
Word: a, start_time: 129.5, end_time: 129.7
Word: big, start_time: 129.7, end_time: 130.2
Word: snow, start_time: 130.2, end_time: 130.6
Word: day., start_time: 130.6, end_time: 131.1
Word: And, start_time: 131.2, end_time: 131.4
Word: this, start_time: 131.4, end_time: 131.5
Word: part, start_time: 131.5, end_time: 131.8
Word: of, start_time: 131.8, end_time: 131.8
Word: the, start_time: 131.8, end_time: 131.9
Word: country, start_time: 131.9, end_time: 132.5
Word: precip, start_time: 132.6, end_time: 133.2
Word: outlook, start_time: 133.2, end_time: 133.5
Word: here,, start_time: 133.5, end_time: 133.7
Word: March, start_time: 133.7, end_time: 134.0
Word: 15th, start_time: 134.0, end_time: 134.4
Word: through, start_time: 134.4, end_time: 134.6
Word: March, start_time: 134.6, end_time: 134.8
Word: 19, start_time: 134.8, end_time: 135.6
Word: where, start_time: 135.7, end_time: 135.9
Word: you, start_time: 135.9, end_time: 136.0
Word: see, start_time: 136.0, end_time: 136.1
Word: the, start_time: 136.1, end_time: 136.2
Word: brown, start_time: 136.2, end_time: 136.7
Word: the, start_time: 136.7, end_time: 136.8
Word: tan, start_time: 136.8, end_time: 137.3
Word: the, start_time: 137.3, end_time: 137.4
Word: orange, start_time: 137.4, end_time: 138.0
Word: that's, start_time: 138.1, end_time: 138.2
Word: going, start_time: 138.2, end_time: 138.4
Word: to, start_time: 138.4, end_time: 138.4
Word: be, start_time: 138.4, end_time: 138.5
Word: a, start_time: 138.5, end_time: 138.6
Word: little, start_time: 138.6, end_time: 138.9
Word: below, start_time: 138.9, end_time: 139.3
Word: average, start_time: 139.3, end_time: 139.9
Word: in, start_time: 140.0, end_time: 140.1
Word: the, start_time: 140.1, end_time: 140.3
Word: green, start_time: 140.3, end_time: 140.6
Word: areas, start_time: 140.6, end_time: 141.1
Word: including, start_time: 141.1, end_time: 141.6
Word: Denver, start_time: 141.6, end_time: 142.2
Word: at, start_time: 142.3, end_time: 142.4
Word: across, start_time: 142.4, end_time: 142.8
Word: Kansas, start_time: 142.8, end_time: 143.5
Word: South, start_time: 143.5, end_time: 143.9
Word: Western,, start_time: 143.9, end_time: 144.2
Word: Nebraska, start_time: 144.2, end_time: 144.7
Word: and, start_time: 144.7, end_time: 144.8
Word: pretty, start_time: 144.8, end_time: 145.0
Word: much, start_time: 145.0, end_time: 145.2
Word: the, start_time: 145.2, end_time: 145.3
Word: Eastern, start_time: 145.3, end_time: 145.7
Word: third, start_time: 145.7, end_time: 145.9
Word: of, start_time: 145.9, end_time: 146.0
Word: the, start_time: 146.0, end_time: 146.0
Word: country., start_time: 146.0, end_time: 146.7
Word: We, start_time: 146.7, end_time: 146.9
Word: might, start_time: 146.9, end_time: 147.2
Word: see, start_time: 147.2, end_time: 147.4
Word: a, start_time: 147.4, end_time: 147.5
Word: little, start_time: 147.5, end_time: 147.7
Word: bit, start_time: 147.7, end_time: 148.0
Word: more, start_time: 148.0, end_time: 148.3
Word: precip, start_time: 148.3, end_time: 148.8
Word: than, start_time: 148.8, end_time: 149.0
Word: average, start_time: 149.0, end_time: 149.6
Word: and, start_time: 149.6, end_time: 149.7
Word: then, start_time: 149.7, end_time: 149.8
result_start_time=0.0
Transcript:  Springs all the way up through Fort Collins out on Friday. And then that's no Chance is going to really start ramping up as we go through the day on Saturday. Sunday could be a big snow day. And this part of the country precip outlook here, March 15th through March 19 where you see the brown the tan the orange that's going to be a little below average in the green areas including Denver at across Kansas South Western, Nebraska and pretty much the Eastern third of the country. We might see a little bit more precip than average and then
***************************************************
result_end_time=149930.0
new_final_result_end_time=149930.0
***************************************************
Word: The, start_time: 149.9, end_time: 150.0
Word: temperature, start_time: 150.0, end_time: 150.5
Word: outlook, start_time: 150.5, end_time: 150.9
Word: here, start_time: 150.9, end_time: 151.4
Word: March, start_time: 151.4, end_time: 151.7
Word: 15th, start_time: 151.7, end_time: 152.2
Word: through, start_time: 152.2, end_time: 152.3
Word: the, start_time: 152.3, end_time: 152.5
Word: 19th, start_time: 152.5, end_time: 153.2
Word: where, start_time: 153.2, end_time: 153.3
Word: you, start_time: 153.3, end_time: 153.4
Word: see, start_time: 153.4, end_time: 153.6
Word: the, start_time: 153.6, end_time: 153.7
Word: blue, start_time: 153.7, end_time: 154.3
Word: temperatures, start_time: 154.3, end_time: 154.9
Word: expected, start_time: 154.9, end_time: 155.3
Word: to, start_time: 155.3, end_time: 155.4
Word: be, start_time: 155.4, end_time: 155.5
Word: a, start_time: 155.5, end_time: 155.5
Word: little, start_time: 155.5, end_time: 155.7
Word: bit, start_time: 155.7, end_time: 155.9
Word: below, start_time: 155.9, end_time: 156.2
Word: average, start_time: 156.2, end_time: 156.8
Word: and, start_time: 156.9, end_time: 157.0
Word: in, start_time: 157.0, end_time: 157.1
Word: the, start_time: 157.1, end_time: 157.2
Word: tan, start_time: 157.2, end_time: 157.5
Word: shading, start_time: 157.5, end_time: 158.1
Word: potentially, start_time: 158.1, end_time: 158.6
Word: just, start_time: 158.6, end_time: 158.9
Word: a, start_time: 158.9, end_time: 158.9
Word: little, start_time: 158.9, end_time: 159.3
Word: bit, start_time: 159.3, end_time: 159.8
Word: above, start_time: 159.8, end_time: 160.2
Word: average, start_time: 160.2, end_time: 160.6
Word: and, start_time: 160.6, end_time: 160.7
Word: then, start_time: 160.7, end_time: 160.8
Word: speaking, start_time: 160.8, end_time: 161.2
Word: of, start_time: 161.2, end_time: 161.3
Word: the, start_time: 161.3, end_time: 161.4
Word: temperatures, start_time: 161.4, end_time: 161.9
